Fecha,Estado,Ventas,año,mes,día_semana,semana,mes_nombre,seasonal,trend,residual,observed
2023-03-01,Chiapas,6.7051770537029275e-06,2023,3,Wednesday,9,March,-5341.979838857089,8312.919166666665,-2220.369327809576,750.57
2023-03-01,Chiapas,6.7051770537029275e-06,2023,3,Wednesday,9,March,-17155.541502245276,8286.976249999996,9619.13525224528,750.57
2023-03-01,Chiapas,6.7051770537029275e-06,2023,3,Wednesday,9,March,4491.66438682245,8156.550416666664,-11897.644803489115,750.57
2023-03-01,Chiapas,1.1814717279790087e-05,2023,3,Wednesday,9,March,38108.337026605455,6985.15458333333,-43771.04160993879,1322.45
2023-03-01,Chiapas,1.3411247571109095e-05,2023,3,Wednesday,9,March,-37092.40683128675,3799.4433333333336,34794.103497953416,1501.14
2023-03-01,Chiapas,1.4554345033033957e-05,2023,3,Wednesday,9,March,22389.32609491734,1853.0062500000001,-22613.25234491734,1629.08
2023-03-01,Chiapas,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4526.331361270064,2646.2229166666666,3509.1884446033973,1629.08
2023-03-01,Chiapas,2.1260415550440127e-05,2023,3,Wednesday,9,March,-4532.372117409793,4639.92625,2272.0958674097924,2379.65
2023-03-01,Chiapas,2.1260415550440127e-05,2023,3,Wednesday,9,March,-10557.843738773649,8341.353333333333,4596.140405440316,2379.65
2023-03-01,Chiapas,2.1260415550440127e-05,2023,3,Wednesday,9,March,-4071.1664760173317,14258.384166666667,-7807.567690649335,2379.65
2023-03-01,Chiapas,3.581565404717733e-05,2023,3,Wednesday,9,March,18436.229990661264,22710.965416666666,-37138.46540732793,4008.73
2023-03-01,Chiapas,4.2521724564583484e-05,2023,3,Wednesday,9,March,-147.91563314655517,46463.199166666665,-41555.98353352011,4759.299999999999
2023-03-01,Chiapas,0.0001409791016559693,2023,3,Wednesday,9,March,-5341.979838857089,65309.36791666666,-44188.34807780957,15779.04
2023-03-01,Chiapas,0.00029994362765815364,2023,3,Wednesday,9,March,-17155.541502245276,65204.884999999995,-14478.363497754715,33570.98
2023-03-01,Chiapas,0.0005071685062444597,2023,3,Wednesday,9,March,4491.66438682245,65131.67583333333,-12858.930220155773,56764.41
2023-03-01,Chiapas,0.0007801479354170613,2023,3,Wednesday,9,March,38108.337026605455,65220.16625,-16011.153276605452,87317.35
2023-03-01,Chiapas,0.0010575759203680932,2023,3,Wednesday,9,March,-37092.40683128675,65371.20416666666,90089.3926646201,118368.19
2023-03-01,Chiapas,0.00406361176659361,2023,3,Wednesday,9,March,22389.32609491734,65457.31041666666,366969.003488416,454815.64
2023-03-01,Chihuahua,6.7051770537029275e-06,2023,3,Wednesday,9,March,-4526.331361270064,65193.501249999994,-59916.59988872993,750.57
2023-03-01,Chihuahua,6.7051770537029275e-06,2023,3,Wednesday,9,March,-4532.372117409793,63898.61999999999,-58615.67788259019,750.57
2023-03-01,Chihuahua,2.0117318088515262e-05,2023,3,Wednesday,9,March,-10557.843738773649,63836.689583333326,-51027.13584455968,2251.71
2023-03-01,Chihuahua,4.137862710265863e-05,2023,3,Wednesday,9,March,-4071.1664760173317,65389.50374999999,-56686.97727398266,4631.36
2023-03-01,Chihuahua,4.80846976200648e-05,2023,3,Wednesday,9,March,18436.229990661264,74957.91083333333,-88012.2108239946,5381.93
2023-03-01,Chihuahua,4.8716555150995905e-05,2023,3,Wednesday,9,March,-147.91563314655517,80140.16166666665,-74539.59603352011,5452.65
2023-03-01,Chihuahua,7.821533146989828e-05,2023,3,Wednesday,9,March,-5341.979838857089,139022.28124999997,-124926.03141114287,8754.27
2023-03-01,Chihuahua,8.504434259287023e-05,2023,3,Wednesday,9,March,-17155.541502245276,201677.995,-175003.85349775472,9518.6
2023-03-01,Chihuahua,0.0007087879722493804,2023,3,Wednesday,9,March,4491.66438682245,201615.44749999995,-126776.65188682241,79330.45999999999
2023-03-01,Chihuahua,0.0009115004124024745,2023,3,Wednesday,9,March,38108.337026605455,201427.80499999996,-137517.3020266054,102018.84
2023-03-01,Chihuahua,0.002977989305809859,2023,3,Wednesday,9,March,-37092.40683128675,201146.3412499999,169254.53558128682,333308.47
2023-03-01,Chihuahua,0.00325443510611192,2023,3,Wednesday,9,March,22389.32609491734,200872.33124999993,140987.72265508273,364249.38
2023-03-01,Chihuahua,0.013442050625741985,2023,3,Wednesday,9,March,-4526.331361270064,201322.47208333327,1307691.5592779368,1504487.7
2023-03-01,Coahuila,6.7051770537029275e-06,2023,3,Wednesday,9,March,-4532.372117409793,202511.47916666663,-197228.53704925682,750.57
2023-03-01,Coahuila,6.7051770537029275e-06,2023,3,Wednesday,9,March,-10557.843738773649,201086.25374999992,-189777.84001122625,750.57
2023-03-01,Coahuila,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4071.1664760173317,196128.15833333327,-190427.91185731595,1629.08
2023-03-01,Coahuila,1.4554345033033957e-05,2023,3,Wednesday,9,March,18436.229990661264,180753.40124999994,-197560.5512406612,1629.08
2023-03-01,Coahuila,2.3490590300096727e-05,2023,3,Wednesday,9,March,-147.91563314655517,156675.94749999992,-153898.77186685335,2629.26
2023-03-01,Coahuila,0.00019996557534385383,2023,3,Wednesday,9,March,-5341.979838857089,86681.37458333335,-58958.354744476266,22381.04
2023-03-01,Coahuila,0.00021825441996368907,2023,3,Wednesday,9,March,-17155.541502245276,33046.993333333325,8536.548168911952,24428.0
2023-03-01,Coahuila,0.0002699649719842412,2023,3,Wednesday,9,March,4491.66438682245,49897.499166666654,-24173.5135534891,30215.65
2023-03-01,Coahuila,0.00028715262258983347,2023,3,Wednesday,9,March,38108.337026605455,84589.33458333332,-90558.31160993877,32139.36
2023-03-01,Coahuila,0.00030550811960193037,2023,3,Wednesday,9,March,-37092.40683128675,107371.83749999998,-36085.65066871323,34193.78
2023-03-01,Coahuila,0.0007639568542260625,2023,3,Wednesday,9,March,22389.32609491734,108009.12958333333,-44893.27567825068,85505.18
2023-03-01,Coahuila,0.0009235023996744635,2023,3,Wednesday,9,March,-4526.331361270064,108120.3525,-231.8711387299354,103362.15
2023-03-01,Coahuila,0.0010243639088985267,2023,3,Wednesday,9,March,-4532.372117409793,107972.31208333334,11211.030034076455,114650.97
2023-03-01,Coahuila,0.002602322127603773,2023,3,Wednesday,9,March,-10557.843738773649,107053.85333333332,194766.30040544033,291262.31
2023-03-01,Coahuila,0.004857952372936633,2023,3,Wednesday,9,March,-4071.1664760173317,104843.12708333333,442949.429392684,543721.39
2023-03-01,Colima,5.643777912802302e-05,2023,3,Wednesday,9,March,18436.229990661264,102580.3375,-114699.72749066126,6316.84
2023-03-01,Colima,0.0001182625189619891,2023,3,Wednesday,9,March,-147.91563314655517,98135.9075,-84751.48186685346,13236.51
2023-03-01,Colima,0.0001290433200443902,2023,3,Wednesday,9,March,-5341.979838857089,91619.27375000001,-71834.15391114292,14443.14
2023-03-01,Colima,0.00025743217792615735,2023,3,Wednesday,9,March,-17155.541502245276,84803.58458333333,-38835.11308108806,28812.93
2023-03-01,Durango,3.384092057027696e-05,2023,3,Wednesday,9,March,4491.66438682245,85634.93041666664,-86338.88480348908,3787.71
2023-03-01,Durango,4.922779508198966e-05,2023,3,Wednesday,9,March,38108.337026605455,88128.24708333334,-120726.7141099388,5509.87
2023-03-01,Durango,5.822006052324555e-05,2023,3,Wednesday,9,March,-37092.40683128675,85968.03208333332,-42359.305252046564,6516.32
2023-03-01,Durango,5.822006052324555e-05,2023,3,Wednesday,9,March,22389.32609491734,85215.85666666664,-101088.862761584,6516.32
2023-03-01,Durango,0.0002318690198736555,2023,3,Wednesday,9,March,-4526.331361270064,84125.08541666667,-53646.9540553966,25951.8
2023-03-01,Durango,0.0002545002767839763,2023,3,Wednesday,9,March,-4532.372117409793,82385.29666666665,-49368.14454925685,28484.78
2023-03-01,Durango,0.003550452318179816,2023,3,Wednesday,9,March,-10557.843738773649,81089.48416666666,326849.15957210696,397380.8
2023-03-01,Durango,0.004444467288524409,2023,3,Wednesday,9,March,-4071.1664760173317,80764.63249999999,420749.0339760173,497442.5
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,18436.229990661264,80330.765,-98016.42499066125,750.57
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,-147.91563314655517,79886.23583333332,-78987.75020018677,750.57
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,-5341.979838857089,78663.82333333332,-72571.27349447622,750.57
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,-17155.541502245276,76531.38916666665,-58625.27766442136,750.57
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,4491.66438682245,58954.02041666667,-62695.11480348912,750.57
2023-03-01,Guanajuato,6.7051770537029275e-06,2023,3,Wednesday,9,March,38108.337026605455,21868.020416666674,-59225.78744327213,750.57
2023-03-01,Guanajuato,7.707911367848834e-06,2023,3,Wednesday,9,March,-37092.40683128675,1338.3095833333334,36616.89724795342,862.8
2023-03-01,Guanajuato,1.3411247571109095e-05,2023,3,Wednesday,9,March,22389.32609491734,1571.9741666666666,-22460.160261584006,1501.14
2023-03-01,Guanajuato,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4526.331361270064,1843.4875,4311.923861270064,1629.08
2023-03-01,Guanajuato,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4532.372117409793,2140.9437500000004,4020.5083674097923,1629.08
2023-03-01,Guanajuato,2.1260415550440127e-05,2023,3,Wednesday,9,March,-10557.843738773649,2558.164166666667,10379.32957210698,2379.65
2023-03-01,Guanajuato,2.1260415550440127e-05,2023,3,Wednesday,9,March,-4071.1664760173317,3085.1983333333333,3365.6181426839985,2379.65
2023-03-01,Guanajuato,2.769969780605892e-05,2023,3,Wednesday,9,March,18436.229990661264,3636.4041666666662,-18972.27415732793,3100.36
2023-03-01,Guanajuato,3.581565404717733e-05,2023,3,Wednesday,9,March,-147.91563314655517,4176.948333333334,-20.302700186778537,4008.73
2023-03-01,Guanajuato,3.581565404717733e-05,2023,3,Wednesday,9,March,-5341.979838857089,4735.256249999999,4615.45358885709,4008.73
2023-03-01,Guanajuato,4.1378627102658636e-05,2023,3,Wednesday,9,March,-17155.541502245276,5361.4425,16425.459002245276,4631.360000000001
2023-03-01,Guanajuato,6.149683865487713e-05,2023,3,Wednesday,9,March,4491.66438682245,6002.935416666666,-3611.5298034891166,6883.07
2023-03-01,Guanajuato,6.492613104065171e-05,2023,3,Wednesday,9,March,38108.337026605455,6690.33375,-37531.780776605454,7266.889999999999
2023-03-01,Guanajuato,6.768273460425715e-05,2023,3,Wednesday,9,March,-37092.40683128675,8094.414999999999,36573.41183128675,7575.42
2023-03-01,Guanajuato,6.934600663420817e-05,2023,3,Wednesday,9,March,22389.32609491734,10135.99375,-24763.739844917338,7761.58
2023-03-01,Guanajuato,7.833827207546407e-05,2023,3,Wednesday,9,March,-4526.331361270064,12179.115416666666,1115.245944603399,8768.03
2023-03-01,Guanajuato,8.504434259287023e-05,2023,3,Wednesday,9,March,-4532.372117409793,15108.41375,-1057.4416325902066,9518.6
2023-03-01,Guanajuato,8.832657085309156e-05,2023,3,Wednesday,9,March,-10557.843738773649,19947.80125,496.0024887736472,9885.96
2023-03-01,Guanajuato,0.00010159397076797907,2023,3,Wednesday,9,March,-4071.1664760173317,25892.477916666667,-10450.411440649335,11370.9
2023-03-01,Guanajuato,0.00024844509457438025,2023,3,Wednesday,9,March,18436.229990661264,33098.655,-23727.824990661262,27807.06
2023-03-01,Guanajuato,0.0002528486197821674,2023,3,Wednesday,9,March,-147.91563314655517,46517.751249999994,-18069.91561685344,28299.92
2023-03-01,Guanajuato,0.0002568919004248083,2023,3,Wednesday,9,March,-5341.979838857089,69507.42374999999,-35412.9839111429,28752.46
2023-03-01,Guanajuato,0.0004484355975555545,2023,3,Wednesday,9,March,-17155.541502245276,82915.24375,-15568.912247754717,50190.79
2023-03-01,Guanajuato,0.000692155966720833,2023,3,Wednesday,9,March,4491.66438682245,82169.26791666665,-9191.992303489096,77468.94
2023-03-01,Guanajuato,0.0007089916819737191,2023,3,Wednesday,9,March,38108.337026605455,81350.78916666667,-40105.86619327213,79353.26
2023-03-01,Guanajuato,0.000968847022809433,2023,3,Wednesday,9,March,-37092.40683128675,79816.87166666666,65712.8351646201,108437.3
2023-03-01,Guanajuato,0.0020456558215462047,2023,3,Wednesday,9,March,22389.32609491734,77609.50666666665,128959.17723841601,228958.01
2023-03-01,Guanajuato,0.0030317335599117255,2023,3,Wednesday,9,March,-4526.331361270064,75394.02375,268456.04761127004,339323.74
2023-03-01,Guerrero,6.7051770537029275e-06,2023,3,Wednesday,9,March,-4532.372117409793,72342.34291666666,-67059.40079925687,750.57
2023-03-01,Guerrero,6.7051770537029275e-06,2023,3,Wednesday,9,March,-10557.843738773649,67370.6225,-56062.20876122634,750.57
2023-03-01,Guerrero,7.707911367848834e-06,2023,3,Wednesday,9,March,-4071.1664760173317,61277.620416666665,-56343.65394064933,862.8
2023-03-01,Guerrero,1.3411247571109095e-05,2023,3,Wednesday,9,March,18436.229990661264,54199.115000000005,-71134.20499066127,1501.14
2023-03-01,Guerrero,1.4554345033033957e-05,2023,3,Wednesday,9,March,-147.91563314655517,41305.60791666667,-39528.61228352011,1629.08
2023-03-01,Guerrero,2.0117318088515262e-05,2023,3,Wednesday,9,March,-5341.979838857089,19279.045833333334,-11685.355994476246,2251.71
2023-03-01,Guerrero,3.083432586250506e-05,2023,3,Wednesday,9,March,-17155.541502245276,7967.75,12638.991502245277,3451.2
2023-03-01,Guerrero,4.366482202650835e-05,2023,3,Wednesday,9,March,4491.66438682245,12083.145833333332,-11687.570220155783,4887.24
2023-03-01,Guerrero,5.0952537414723565e-05,2023,3,Wednesday,9,March,38108.337026605455,17810.470833333333,-50215.89785993879,5702.91
2023-03-01,Guerrero,0.0001090331282538934,2023,3,Wednesday,9,March,-37092.40683128675,21222.62625,28073.300581286752,12203.52
2023-03-01,Guerrero,0.00014069837536041137,2023,3,Wednesday,9,March,22389.32609491734,21154.747916666667,-27796.454011584006,15747.62
2023-03-01,Guerrero,0.00021350691123015462,2023,3,Wednesday,9,March,-4526.331361270064,21055.595833333333,7367.375527936731,23896.64
2023-03-01,Guerrero,0.00039943608244974254,2023,3,Wednesday,9,March,-4532.372117409793,20880.522083333337,28358.420034076455,44706.57
2023-03-01,Guerrero,0.0004964439040289923,2023,3,Wednesday,9,March,-10557.843738773649,20624.792500000003,45497.12123877365,55564.07000000001
2023-03-01,Guerrero,0.0007460868653903062,2023,3,Wednesday,9,March,-4071.1664760173317,20306.51541666667,67269.75105935067,83505.1
2023-03-01,Hidalgo,6.7051770537029275e-06,2023,3,Wednesday,9,March,18436.229990661264,19690.840000000004,-37376.499990661265,750.57
2023-03-01,Hidalgo,6.7051770537029275e-06,2023,3,Wednesday,9,March,-147.91563314655517,18661.96583333334,-17763.480200186783,750.57
2023-03-01,Hidalgo,6.7051770537029275e-06,2023,3,Wednesday,9,March,-5341.979838857089,17145.87833333334,-11053.328494476253,750.57
2023-03-01,Hidalgo,6.7051770537029275e-06,2023,3,Wednesday,9,March,-17155.541502245276,14485.715416666666,3420.39608557861,750.57
2023-03-01,Hidalgo,1.2957546702603977e-05,2023,3,Wednesday,9,March,4491.66438682245,10573.954583333334,-13615.258970155784,1450.36
2023-03-01,Hidalgo,1.3411247571109095e-05,2023,3,Wednesday,9,March,38108.337026605455,5072.9837499999985,-41680.180776605455,1501.14
2023-03-01,Hidalgo,1.4554345033033957e-05,2023,3,Wednesday,9,March,-37092.40683128675,1955.0608333333332,36766.42599795342,1629.08
2023-03-01,Hidalgo,1.4554345033033957e-05,2023,3,Wednesday,9,March,22389.32609491734,2382.942916666667,-23143.189011584007,1629.08
2023-03-01,Hidalgo,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4526.331361270064,2935.2608333333333,3220.1505279367307,1629.08
2023-03-01,Hidalgo,2.796648606784629e-05,2023,3,Wednesday,9,March,-4532.372117409793,3696.544583333333,3966.0475340764597,3130.22
2023-03-01,Hidalgo,2.9109583529771153e-05,2023,3,Wednesday,9,March,-10557.843738773649,7457.574583333333,6358.429155440315,3258.16
2023-03-01,Hidalgo,3.384092057027696e-05,2023,3,Wednesday,9,March,-4071.1664760173317,21280.774166666666,-13421.897690649335,3787.71
2023-03-01,Hidalgo,5.037089254391453e-05,2023,3,Wednesday,9,March,18436.229990661264,31744.228333333336,-44542.648323994596,5637.81
2023-03-01,Hidalgo,5.4790768137470964e-05,2023,3,Wednesday,9,March,-147.91563314655517,31712.300000000003,-25431.884366853446,6132.5
2023-03-01,Hidalgo,7.705382865568668e-05,2023,3,Wednesday,9,March,-5341.979838857089,31712.300000000003,-17746.050161142914,8624.27
2023-03-01,Hidalgo,9.959958108960743e-05,2023,3,Wednesday,9,March,-17155.541502245276,31649.752500000002,-3346.530997754726,11147.68
2023-03-01,Hidalgo,0.0007265456526976397,2023,3,Wednesday,9,March,4491.66438682245,31519.326666666675,45306.97894651088,81317.97
2023-03-01,Hidalgo,0.0022639496432592062,2023,3,Wednesday,9,March,38108.337026605455,31361.505416666674,183920.47755672788,253390.32
2023-03-01,Jalisco,7.707911367848834e-06,2023,3,Wednesday,9,March,-37092.40683128675,31108.55375000001,6846.653081286742,862.8
2023-03-01,Jalisco,1.4554345033033957e-05,2023,3,Wednesday,9,March,22389.32609491734,30761.924166666675,-51522.17026158402,1629.08
2023-03-01,Jalisco,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4526.331361270064,30318.11083333334,-24162.699472063272,1629.08
2023-03-01,Jalisco,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4532.372117409793,29692.583750000005,-23531.13163259021,1629.08
2023-03-01,Jalisco,1.4554345033033957e-05,2023,3,Wednesday,9,March,-10557.843738773649,26042.828750000004,-13855.905011226358,1629.08
2023-03-01,Jalisco,1.4554345033033957e-05,2023,3,Wednesday,9,March,-4071.1664760173317,12308.32833333333,-6608.081857315998,1629.08
2023-03-01,Jalisco,1.541671619940091e-05,2023,3,Wednesday,9,March,18436.229990661264,1930.1483333333333,-18640.778323994597,1725.6
2023-03-01,Jalisco,1.541671619940091e-05,2023,3,Wednesday,9,March,-147.91563314655517,2069.9266666666667,-196.41103352011166,1725.6
2023-03-01,Jalisco,2.1260415550440127e-05,2023,3,Wednesday,9,March,-5341.979838857089,2209.050416666667,5512.579422190422,2379.65
2023-03-01,Jalisco,2.1260415550440127e-05,2023,3,Wednesday,9,March,-17155.541502245276,2356.2175,17178.974002245275,2379.65
2023-03-01,Jalisco,2.2263149864586032e-05,2023,3,Wednesday,9,March,4491.66438682245,2531.2912499999998,-4531.07563682245,2491.88
2023-03-01,Jalisco,2.3125521030952988e-05,2023,3,Wednesday,9,March,38108.337026605455,2766.2,-38286.13702660546,2588.4
2023-03-01,Jalisco,2.3125521030952988e-05,2023,3,Wednesday,9,March,-37092.40683128675,3049.161666666667,36631.64516462009,2588.4
2023-03-01,Jalisco,2.9109583529771153e-05,2023,3,Wednesday,9,March,22389.32609491734,3354.0445833333333,-22485.21067825067,3258.16
2023-03-01,Jalisco,2.983159154835915e-05,2023,3,Wednesday,9,March,-4526.331361270064,3675.393333333333,4189.908027936731,3338.97
2023-03-01,Jalisco,3.083432586250506e-05,2023,3,Wednesday,9,March,-4532.372117409793,4006.0945833333326,3977.47753407646,3451.2
2023-03-01,Jalisco,3.581565404717733e-05,2023,3,Wednesday,9,March,-10557.843738773649,4340.8099999999995,10225.763738773649,4008.73
2023-03-01,Jalisco,4.366482202650835e-05,2023,3,Wednesday,9,March,-4071.1664760173317,4696.792083333333,4261.614392683999,4887.24
2023-03-01,Jalisco,4.69820740638967e-05,2023,3,Wednesday,9,March,18436.229990661264,5105.8966666666665,-18283.60665732793,5258.52
2023-03-01,Jalisco,4.922779508198966e-05,2023,3,Wednesday,9,March,-147.91563314655517,5564.98,92.8056331465555,5509.87
2023-03-01,Jalisco,5.635656327739853e-05,2023,3,Wednesday,9,March,-5341.979838857089,6086.298749999999,5563.43108885709,6307.75
2023-03-01,Jalisco,5.7076963061320694e-05,2023,3,Wednesday,9,March,-17155.541502245276,6800.741666666665,16743.179835578612,6388.38
2023-03-01,Jalisco,5.822006052324555e-05,2023,3,Wednesday,9,March,4491.66438682245,7860.536666666666,-5835.881053489116,6516.32
2023-03-01,Jalisco,6.350230728316894e-05,2023,3,Wednesday,9,March,38108.337026605455,9127.333749999998,-40128.140776605454,7107.53
2023-03-01,Jalisco,7.047355782769665e-05,2023,3,Wednesday,9,March,-37092.40683128675,10732.980833333333,34247.20599795342,7887.78
2023-03-01,Jalisco,8.020337755597692e-05,2023,3,Wednesday,9,March,22389.32609491734,12665.80375,-26078.349844917335,8976.78
2023-03-01,Jalisco,9.05248489485425e-05,2023,3,Wednesday,9,March,-4526.331361270064,14764.039999999999,-105.70863872993505,10132.0
2023-03-01,Jalisco,0.00012333998384112994,2023,3,Wednesday,9,March,-4532.372117409793,17349.17583333333,987.996284076461,13804.8
2023-03-01,Jalisco,0.00017056320375853103,2023,3,Wednesday,9,March,-10557.843738773649,20268.3225,9379.73123877365,19090.21
2023-03-01,Jalisco,0.00018055820351393283,2023,3,Wednesday,9,March,-4071.1664760173317,23896.474166666667,383.5823093506642,20208.89
2023-03-01,Jalisco,0.00025438966597751526,2023,3,Wednesday,9,March,18436.229990661264,28527.598333333335,-18491.428323994598,28472.4
2023-03-01,Jalisco,0.000256277912167942,2023,3,Wednesday,9,March,-147.91563314655517,39377.00874999999,-10545.353116853437,28683.74
2023-03-01,Jalisco,0.0002992339494386703,2023,3,Wednesday,9,March,-5341.979838857089,59752.2425,-20918.71266114291,33491.55
2023-03-01,Jalisco,0.0003685335853066803,2023,3,Wednesday,9,March,-17155.541502245276,96472.27375000001,-38068.89224775473,41247.84
2023-03-01,Jalisco,0.00037271982014183957,2023,3,Wednesday,9,March,4491.66438682245,188885.25916666666,-151660.54355348911,41716.38
2023-03-01,Jalisco,0.0005269917854282387,2023,3,Wednesday,9,March,38108.337026605455,255762.91499999998,-234888.14202660543,58983.11
2023-03-01,Jalisco,0.0006000420032297083,2023,3,Wednesday,9,March,-37092.40683128675,253854.58874999997,-149603.0019187132,67159.18
